,Order ID,Order Date,CustomerName,State,City,Amount,Profit,Quantity,Category,Sub-Category
521,B-25777,10-09-2018,Aditi,Madhya Pradesh,Indore,69.0,-67.0,4,Clothing,Kurti
522,B-25777,10-09-2018,Aditi,Madhya Pradesh,Indore,59.0,-46.0,7,Clothing,T-shirt
523,B-25777,10-09-2018,Aditi,Madhya Pradesh,Indore,117.0,17.0,6,Clothing,Kurti
524,B-25777,10-09-2018,Aditi,Madhya Pradesh,Indore,1076.0,-38.0,4,Electronics,Printers
525,B-25778,11-09-2018,Surabhi,Maharashtra,Mumbai,1506.0,-266.0,6,Electronics,Printers
526,B-25778,11-09-2018,Surabhi,Maharashtra,Mumbai,109.0,-6.0,6,Clothing,Saree
527,B-25778,11-09-2018,Surabhi,Maharashtra,Mumbai,933.0,166.0,5,Clothing,Saree
528,B-25778,11-09-2018,Surabhi,Maharashtra,Mumbai,724.0,-447.0,4,Electronics,Electronic Games
529,B-25779,12-09-2018,Savi,Madhya Pradesh,Indore,1361.0,-980.0,3,Furniture,Tables
530,B-25780,13-09-2018,Teena,Andhra Pradesh,Hyderabad,137.0,-41.0,3,Electronics,Phones
531,B-25781,14-09-2018,Rutuja,Gujarat,Ahmedabad,60.0,-49.0,8,Clothing,Hankerchief
532,B-25781,14-09-2018,Rutuja,Gujarat,Ahmedabad,30.0,-25.0,2,Clothing,T-shirt
533,B-25781,14-09-2018,Rutuja,Gujarat,Ahmedabad,767.0,-353.0,5,Clothing,Trousers
534,B-25781,14-09-2018,Rutuja,Gujarat,Ahmedabad,45.0,-28.0,2,Clothing,Stole
535,B-25781,14-09-2018,Rutuja,Gujarat,Ahmedabad,25.0,-1.0,4,Clothing,Kurti
536,B-25781,14-09-2018,Rutuja,Gujarat,Ahmedabad,584.0,-444.0,7,Electronics,Printers
537,B-25782,15-09-2018,Aayushi,Maharashtra,Mumbai,335.0,-22.0,7,Furniture,Chairs
538,B-25783,15-09-2018,Shivangi,Madhya Pradesh,Indore,25.0,-11.0,1,Clothing,Stole
539,B-25783,15-09-2018,Shivangi,Madhya Pradesh,Indore,30.0,-6.0,2,Clothing,Hankerchief
540,B-25783,15-09-2018,Shivangi,Madhya Pradesh,Indore,33.0,-10.0,6,Clothing,Leggings
541,B-25783,15-09-2018,Shivangi,Madhya Pradesh,Indore,21.0,-17.0,3,Clothing,Shirt
542,B-25783,15-09-2018,Shivangi,Madhya Pradesh,Indore,26.0,2.0,2,Clothing,Hankerchief
543,B-25784,15-09-2018,Rohit,Rajasthan,Jaipur,15.0,4.0,1,Clothing,Hankerchief
544,B-25785,15-09-2018,Ayush,West Bengal,Kolkata,595.0,292.0,3,Clothing,Saree
545,B-25785,15-09-2018,Ayush,West Bengal,Kolkata,45.0,0.0,2,Clothing,T-shirt
546,B-25785,15-09-2018,Ayush,West Bengal,Kolkata,192.0,-146.0,3,Clothing,Saree
547,B-25785,15-09-2018,Ayush,West Bengal,Kolkata,26.0,-25.0,3,Clothing,Saree
548,B-25786,19-09-2018,Abhishek,Karnataka,Bangalore,1854.0,433.0,5,Furniture,Bookcases
549,B-25786,19-09-2018,Abhishek,Karnataka,Bangalore,623.0,-192.0,3,Furniture,Tables
550,B-25786,19-09-2018,Abhishek,Karnataka,Bangalore,44.0,-34.0,3,Clothing,Stole
551,B-25786,19-09-2018,Abhishek,Karnataka,Bangalore,17.0,-11.0,3,Clothing,Skirt
552,B-25787,20-09-2018,Asish,Jammu and Kashmir,Kashmir,556.0,-209.0,7,Clothing,Saree
553,B-25787,20-09-2018,Asish,Jammu and Kashmir,Kashmir,40.0,-12.0,3,Clothing,Shirt
554,B-25787,20-09-2018,Asish,Jammu and Kashmir,Kashmir,229.0,-41.0,8,Electronics,Accessories
555,B-25787,20-09-2018,Asish,Jammu and Kashmir,Kashmir,140.0,-58.0,4,Furniture,Furnishings
556,B-25788,21-09-2018,Dinesh,Tamil Nadu,Chennai,12.0,3.0,1,Clothing,Stole
557,B-25789,22-09-2018,Akshay,Uttar Pradesh,Lucknow,30.0,0.0,1,Clothing,Kurti
558,B-25789,22-09-2018,Akshay,Uttar Pradesh,Lucknow,313.0,-13.0,5,Furniture,Bookcases
559,B-25789,22-09-2018,Akshay,Uttar Pradesh,Lucknow,67.0,-86.0,9,Furniture,Furnishings
560,B-25790,23-09-2018,Sajal,Bihar,Patna,42.0,-3.0,1,Electronics,Electronic Games
561,B-25791,24-09-2018,Avish,Kerala ,Thiruvananthapuram,253.0,-63.0,2,Clothing,Saree
562,B-25791,24-09-2018,Avish,Kerala ,Thiruvananthapuram,565.0,66.0,7,Clothing,Saree
563,B-25791,24-09-2018,Avish,Kerala ,Thiruvananthapuram,175.0,77.0,3,Clothing,Saree
564,B-25792,24-09-2018,Abhishek,Maharashtra,Mumbai,74.0,-25.0,3,Clothing,Stole
565,B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,40.0,-33.0,5,Clothing,Hankerchief
566,B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,63.0,-24.0,6,Clothing,Kurti
567,B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,60.0,-12.0,4,Clothing,Hankerchief
568,B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,257.0,-252.0,4,Clothing,Saree
569,B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,24.0,-1.0,4,Clothing,Skirt
570,B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,18.0,1.0,3,Clothing,Hankerchief
571,B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,1402.0,109.0,11,Clothing,Saree
572,B-25794,24-09-2018,Aditya,Himachal Pradesh,Simla,176.0,37.0,6,Electronics,Accessories
573,B-25795,24-09-2018,Sukant,Sikkim,Gangtok,276.0,-21.0,2,Electronics,Phones
574,B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,37.0,-6.0,1,Clothing,Saree
575,B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,28.0,1.0,1,Electronics,Accessories
576,B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,239.0,-162.0,5,Furniture,Chairs
577,B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,78.0,-64.0,7,Clothing,Stole
578,B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,632.0,-316.0,6,Clothing,Saree
579,B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,559.0,-19.0,2,Clothing,Trousers
580,B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,148.0,0.0,3,Clothing,Saree
581,B-25797,30-09-2018,Sauptik,Madhya Pradesh,Indore,976.0,293.0,4,Electronics,Accessories
582,B-25797,30-09-2018,Sauptik,Madhya Pradesh,Indore,148.0,-101.0,2,Furniture,Bookcases
583,B-25797,30-09-2018,Sauptik,Madhya Pradesh,Indore,413.0,-314.0,9,Furniture,Chairs
584,B-25797,30-09-2018,Sauptik,Madhya Pradesh,Indore,89.0,-4.0,5,Clothing,Saree
585,B-25797,30-09-2018,Sauptik,Madhya Pradesh,Indore,1630.0,-802.0,5,Furniture,Tables
586,B-25797,30-09-2018,Sauptik,Madhya Pradesh,Indore,31.0,1.0,2,Clothing,Hankerchief
587,B-25798,01-10-2018,Shishu,Andhra Pradesh,Hyderabad,379.0,63.0,2,Clothing,Saree
588,B-25798,01-10-2018,Shishu,Andhra Pradesh,Hyderabad,448.0,148.0,2,Electronics,Printers
589,B-25798,01-10-2018,Shishu,Andhra Pradesh,Hyderabad,2830.0,-1981.0,13,Furniture,Bookcases
590,B-25798,01-10-2018,Shishu,Andhra Pradesh,Hyderabad,47.0,-3.0,2,Clothing,Stole
591,B-25798,01-10-2018,Shishu,Andhra Pradesh,Hyderabad,38.0,-13.0,3,Clothing,Stole
592,B-25798,01-10-2018,Shishu,Andhra Pradesh,Hyderabad,61.0,-50.0,4,Clothing,Hankerchief
593,B-25799,01-10-2018,Divyansh,Gujarat,Ahmedabad,205.0,-119.0,3,Clothing,Saree
594,B-25799,01-10-2018,Divyansh,Gujarat,Ahmedabad,47.0,-27.0,4,Clothing,Saree
595,B-25799,01-10-2018,Divyansh,Gujarat,Ahmedabad,45.0,-15.0,2,Furniture,Chairs
596,B-25799,01-10-2018,Divyansh,Gujarat,Ahmedabad,70.0,-64.0,5,Clothing,Stole
597,B-25800,01-10-2018,Ishit,Maharashtra,Pune,122.0,-66.0,9,Electronics,Accessories
598,B-25800,01-10-2018,Ishit,Maharashtra,Pune,21.0,-6.0,3,Clothing,Leggings
599,B-25800,01-10-2018,Ishit,Maharashtra,Pune,45.0,12.0,7,Clothing,Hankerchief
600,B-25801,01-10-2018,Aryan,Madhya Pradesh,Bhopal,64.0,6.0,4,Clothing,Saree
601,B-25801,01-10-2018,Aryan,Madhya Pradesh,Bhopal,49.0,-31.0,2,Clothing,Stole
602,B-25801,01-10-2018,Aryan,Madhya Pradesh,Bhopal,21.0,-10.0,4,Clothing,Leggings
603,B-25801,01-10-2018,Aryan,Madhya Pradesh,Bhopal,15.0,-2.0,1,Clothing,T-shirt
604,B-25802,05-10-2018,Yash,Maharashtra,Mumbai,27.0,-7.0,5,Clothing,Saree
605,B-25802,05-10-2018,Yash,Maharashtra,Mumbai,633.0,-633.0,11,Electronics,Accessories
606,B-25802,05-10-2018,Yash,Maharashtra,Mumbai,13.0,-9.0,2,Clothing,Skirt
607,B-25802,05-10-2018,Yash,Maharashtra,Mumbai,23.0,-3.0,1,Clothing,Shirt
608,B-25802,05-10-2018,Yash,Maharashtra,Mumbai,95.0,5.0,2,Clothing,Stole
609,B-25803,05-10-2018,Shivanshu,Madhya Pradesh,Indore,106.0,12.0,3,Clothing,Trousers
610,B-25803,05-10-2018,Shivanshu,Madhya Pradesh,Indore,269.0,91.0,1,Electronics,Electronic Games
611,B-25803,05-10-2018,Shivanshu,Madhya Pradesh,Indore,536.0,91.0,1,Clothing,Trousers
612,B-25803,05-10-2018,Shivanshu,Madhya Pradesh,Indore,137.0,5.0,5,Clothing,Shirt
613,B-25803,05-10-2018,Shivanshu,Madhya Pradesh,Indore,757.0,371.0,2,Electronics,Printers
614,B-25803,05-10-2018,Shivanshu,Madhya Pradesh,Indore,511.0,194.0,3,Furniture,Chairs
615,B-25803,05-10-2018,Shivanshu,Madhya Pradesh,Indore,185.0,48.0,4,Clothing,Stole
616,B-25803,05-10-2018,Shivanshu,Madhya Pradesh,Indore,765.0,8.0,6,Clothing,Saree
617,B-25804,05-10-2018,Sudheer,Karnataka,Bangalore,156.0,36.0,5,Clothing,T-shirt
618,B-25804,05-10-2018,Sudheer,Karnataka,Bangalore,321.0,26.0,3,Electronics,Printers
619,B-25805,05-10-2018,Ankit,Maharashtra,Mumbai,112.0,15.0,2,Furniture,Chairs
620,B-25806,06-10-2018,Dhanraj,Madhya Pradesh,Indore,632.0,-114.0,4,Furniture,Tables
621,B-25807,07-10-2018,Vipul,Uttar Pradesh,Lucknow,16.0,6.0,1,Clothing,Stole
622,B-25808,08-10-2018,Apsingekar,Bihar,Patna,63.0,17.0,6,Clothing,Leggings
623,B-25808,08-10-2018,Apsingekar,Bihar,Patna,146.0,-63.0,3,Electronics,Electronic Games
624,B-25808,08-10-2018,Apsingekar,Bihar,Patna,59.0,21.0,2,Clothing,Stole
625,B-25808,08-10-2018,Apsingekar,Bihar,Patna,210.0,50.0,4,Clothing,Hankerchief
626,B-25809,09-10-2018,Suman,Kerala ,Thiruvananthapuram,154.0,54.0,3,Clothing,Hankerchief
627,B-25809,09-10-2018,Suman,Kerala ,Thiruvananthapuram,53.0,24.0,1,Clothing,Hankerchief
628,B-25810,10-10-2018,Nripraj,Punjab,Chandigarh,26.0,10.0,4,Clothing,Hankerchief
629,B-25810,10-10-2018,Nripraj,Punjab,Chandigarh,1120.0,199.0,6,Clothing,Saree
630,B-25810,10-10-2018,Nripraj,Punjab,Chandigarh,45.0,6.0,3,Clothing,Shirt
631,B-25810,10-10-2018,Nripraj,Punjab,Chandigarh,307.0,74.0,3,Electronics,Accessories
632,B-25810,10-10-2018,Nripraj,Punjab,Chandigarh,92.0,42.0,2,Clothing,Stole
633,B-25810,10-10-2018,Nripraj,Punjab,Chandigarh,29.0,8.0,5,Clothing,Hankerchief
634,B-25811,10-10-2018,Utsav,Maharashtra,Mumbai,126.0,52.0,4,Clothing,Hankerchief
635,B-25812,10-10-2018,Kshitij,Madhya Pradesh,Indore,259.0,47.0,5,Clothing,Hankerchief
636,B-25813,10-10-2018,Hrisheekesh,Maharashtra,Mumbai,911.0,202.0,7,Furniture,Chairs
637,B-25814,10-10-2018,Swapnil,Madhya Pradesh,Indore,118.0,35.0,7,Clothing,T-shirt
638,B-25814,10-10-2018,Swapnil,Madhya Pradesh,Indore,462.0,169.0,4,Clothing,Saree
639,B-25815,10-10-2018,Harsh,Nagaland,Kohima,35.0,14.0,2,Clothing,Stole
640,B-25816,12-10-2018,Mane,Andhra Pradesh,Hyderabad,391.0,113.0,8,Clothing,Stole
641,B-25817,13-10-2018,Praneet,Maharashtra,Mumbai,743.0,89.0,5,Electronics,Printers
642,B-25818,14-10-2018,Sandeep,Madhya Pradesh,Indore,75.0,28.0,9,Clothing,Hankerchief
643,B-25818,14-10-2018,Sandeep,Madhya Pradesh,Indore,36.0,0.0,4,Clothing,Kurti
644,B-25818,14-10-2018,Sandeep,Madhya Pradesh,Indore,32.0,11.0,2,Clothing,Leggings
645,B-25818,14-10-2018,Sandeep,Madhya Pradesh,Indore,94.0,20.0,2,Furniture,Furnishings
646,B-25818,14-10-2018,Sandeep,Madhya Pradesh,Indore,28.0,14.0,4,Clothing,Hankerchief
647,B-25819,15-10-2018,Ankur,Madhya Pradesh,Bhopal,417.0,49.0,3,Electronics,Electronic Games
648,B-25820,16-10-2018,Dheeraj,Rajasthan,Jaipur,119.0,1.0,1,Furniture,Chairs
649,B-25821,16-10-2018,Ajay,West Bengal,Kolkata,60.0,21.0,4,Clothing,Stole
650,B-25821,16-10-2018,Ajay,West Bengal,Kolkata,17.0,0.0,1,Clothing,Hankerchief
651,B-25821,16-10-2018,Ajay,West Bengal,Kolkata,125.0,0.0,3,Electronics,Accessories
652,B-25822,18-10-2018,Tejas,Karnataka,Bangalore,34.0,13.0,2,Clothing,Saree
653,B-25823,18-10-2018,Rohan,Maharashtra,Mumbai,2103.0,322.0,8,Electronics,Electronic Games
654,B-25823,18-10-2018,Rohan,Maharashtra,Mumbai,104.0,2.0,2,Furniture,Furnishings
655,B-25823,18-10-2018,Rohan,Maharashtra,Mumbai,59.0,6.0,1,Electronics,Accessories
656,B-25823,18-10-2018,Rohan,Maharashtra,Mumbai,103.0,50.0,2,Furniture,Furnishings
657,B-25824,20-10-2018,Shyam,Madhya Pradesh,Indore,101.0,38.0,2,Furniture,Furnishings
658,B-25825,21-10-2018,Kartik,Madhya Pradesh,Indore,911.0,355.0,5,Electronics,Phones
659,B-25825,21-10-2018,Kartik,Madhya Pradesh,Indore,115.0,25.0,6,Clothing,Stole
660,B-25825,21-10-2018,Kartik,Madhya Pradesh,Indore,140.0,6.0,5,Clothing,Saree
661,B-25826,22-10-2018,Tanushree,Maharashtra,Mumbai,637.0,261.0,2,Electronics,Printers
662,B-25827,23-10-2018,Sheetal,Madhya Pradesh,Indore,156.0,21.0,3,Furniture,Chairs
663,B-25828,24-10-2018,Nikita,Punjab,Chandigarh,537.0,107.0,3,Clothing,Saree
664,B-25828,24-10-2018,Nikita,Punjab,Chandigarh,15.0,2.0,1,Clothing,Leggings
665,B-25828,24-10-2018,Nikita,Punjab,Chandigarh,128.0,-3.0,3,Clothing,Saree
666,B-25828,24-10-2018,Nikita,Punjab,Chandigarh,222.0,35.0,5,Clothing,Saree
667,B-25829,25-10-2018,Apoorva,Haryana,Chandigarh,345.0,38.0,7,Clothing,Hankerchief
668,B-25830,26-10-2018,Aastha,Himachal Pradesh,Simla,41.0,11.0,6,Clothing,Hankerchief
669,B-25830,26-10-2018,Aastha,Himachal Pradesh,Simla,54.0,1.0,2,Clothing,Saree
670,B-25830,26-10-2018,Aastha,Himachal Pradesh,Simla,71.0,0.0,8,Clothing,Skirt
671,B-25830,26-10-2018,Aastha,Himachal Pradesh,Simla,93.0,15.0,2,Electronics,Accessories
672,B-25830,26-10-2018,Aastha,Himachal Pradesh,Simla,1063.0,64.0,7,Electronics,Phones
673,B-25830,26-10-2018,Aastha,Himachal Pradesh,Simla,1954.0,782.0,3,Electronics,Phones
674,B-25831,27-10-2018,Mahima,Sikkim,Gangtok,693.0,254.0,6,Clothing,Saree
675,B-25832,28-10-2018,Harshita,Maharashtra,Mumbai,504.0,116.0,3,Furniture,Bookcases
676,B-25833,29-10-2018,Krishna,Madhya Pradesh,Indore,64.0,27.0,5,Clothing,Hankerchief
677,B-25833,29-10-2018,Krishna,Madhya Pradesh,Indore,36.0,4.0,9,Clothing,Hankerchief
678,B-25833,29-10-2018,Krishna,Madhya Pradesh,Indore,45.0,16.0,3,Clothing,Stole
679,B-25834,29-10-2018,Ananya,Andhra Pradesh,Hyderabad,16.0,5.0,1,Clothing,Stole
680,B-25835,29-10-2018,Moumita,Gujarat,Ahmedabad,52.0,11.0,5,Clothing,Leggings
681,B-25835,29-10-2018,Moumita,Gujarat,Ahmedabad,27.0,2.0,2,Clothing,Leggings
682,B-25835,29-10-2018,Moumita,Gujarat,Ahmedabad,155.0,26.0,3,Clothing,Stole
683,B-25836,29-10-2018,Arti,Maharashtra,Pune,1298.0,65.0,9,Electronics,Printers
684,B-25837,29-10-2018,Palak,Maharashtra,Mumbai,263.0,50.0,5,Clothing,Stole
685,B-25838,29-10-2018,Sanjana,Madhya Pradesh,Indore,70.0,26.0,5,Clothing,Hankerchief
686,B-25838,29-10-2018,Sanjana,Madhya Pradesh,Indore,81.0,19.0,7,Clothing,Hankerchief
687,B-25838,29-10-2018,Sanjana,Madhya Pradesh,Indore,955.0,305.0,3,Electronics,Printers
688,B-25838,29-10-2018,Sanjana,Madhya Pradesh,Indore,161.0,40.0,3,Clothing,Stole
689,B-25839,30-10-2018,Pranjali,West Bengal,Kolkata,1250.0,486.0,7,Clothing,Saree
690,B-25840,31-10-2018,Sneha,Karnataka,Bangalore,246.0,61.0,2,Furniture,Bookcases
691,B-25840,31-10-2018,Sneha,Karnataka,Bangalore,298.0,74.0,2,Furniture,Bookcases
692,B-25840,31-10-2018,Sneha,Karnataka,Bangalore,262.0,64.0,6,Clothing,Saree
693,B-25841,01-11-2018,Ashvini,Maharashtra,Mumbai,22.0,11.0,2,Clothing,Skirt
694,B-25842,02-11-2018,Sheetal,Madhya Pradesh,Indore,1543.0,370.0,8,Electronics,Printers
695,B-25843,03-11-2018,Mrunal,Maharashtra,Mumbai,50.0,7.0,6,Clothing,Skirt
696,B-25843,03-11-2018,Mrunal,Maharashtra,Mumbai,214.0,30.0,3,Electronics,Accessories
697,B-25843,03-11-2018,Mrunal,Maharashtra,Mumbai,255.0,74.0,5,Clothing,Hankerchief
698,B-25843,03-11-2018,Mrunal,Maharashtra,Mumbai,18.0,6.0,3,Clothing,Hankerchief
699,B-25843,03-11-2018,Mrunal,Maharashtra,Mumbai,45.0,0.0,2,Clothing,Stole
700,B-25844,03-11-2018,Swati,Madhya Pradesh,Indore,86.0,8.0,2,Clothing,Saree
701,B-25845,03-11-2018,Snel,Kerala ,Thiruvananthapuram,274.0,-7.0,4,Electronics,Phones
702,B-25845,03-11-2018,Snel,Kerala ,Thiruvananthapuram,82.0,33.0,4,Clothing,Kurti
703,B-25845,03-11-2018,Snel,Kerala ,Thiruvananthapuram,757.0,371.0,2,Electronics,Printers
704,B-25845,03-11-2018,Snel,Kerala ,Thiruvananthapuram,132.0,54.0,5,Clothing,Stole
705,B-25846,03-11-2018,Soodesh,Punjab,Chandigarh,94.0,7.0,7,Clothing,Leggings
706,B-25847,03-11-2018,Aniket,Haryana,Chandigarh,643.0,225.0,2,Electronics,Printers
707,B-25847,03-11-2018,Aniket,Haryana,Chandigarh,264.0,71.0,10,Furniture,Furnishings
708,B-25848,03-11-2018,Rohan,Himachal Pradesh,Simla,147.0,21.0,3,Furniture,Furnishings
709,B-25848,03-11-2018,Rohan,Himachal Pradesh,Simla,16.0,8.0,2,Clothing,Hankerchief
710,B-25848,03-11-2018,Rohan,Himachal Pradesh,Simla,648.0,50.0,6,Electronics,Electronic Games
711,B-25849,04-11-2018,K,Sikkim,Gangtok,336.0,123.0,3,Electronics,Phones
712,B-25850,05-11-2018,Abhishek,Goa,Goa,45.0,1.0,3,Clothing,T-shirt
713,B-25850,05-11-2018,Abhishek,Goa,Goa,93.0,-1.0,2,Clothing,Hankerchief
714,B-25850,05-11-2018,Abhishek,Goa,Goa,52.0,18.0,5,Clothing,Leggings
715,B-25850,05-11-2018,Abhishek,Goa,Goa,148.0,24.0,3,Clothing,Stole
716,B-25850,05-11-2018,Abhishek,Goa,Goa,24.0,1.0,4,Clothing,Hankerchief
717,B-25850,05-11-2018,Abhishek,Goa,Goa,513.0,215.0,2,Electronics,Accessories
718,B-25850,05-11-2018,Abhishek,Goa,Goa,117.0,36.0,2,Clothing,Trousers
719,B-25850,05-11-2018,Abhishek,Goa,Goa,916.0,192.0,11,Electronics,Phones
720,B-25850,05-11-2018,Abhishek,Goa,Goa,485.0,199.0,4,Clothing,Saree
721,B-25851,06-11-2018,Kushal,Nagaland,Kohima,10.0,2.0,2,Clothing,Hankerchief
722,B-25851,06-11-2018,Kushal,Nagaland,Kohima,300.0,42.0,2,Electronics,Printers
723,B-25851,06-11-2018,Kushal,Nagaland,Kohima,57.0,27.0,2,Clothing,T-shirt
724,B-25851,06-11-2018,Kushal,Nagaland,Kohima,103.0,46.0,2,Clothing,Saree
725,B-25851,06-11-2018,Kushal,Nagaland,Kohima,336.0,71.0,3,Furniture,Bookcases
726,B-25851,06-11-2018,Kushal,Nagaland,Kohima,53.0,24.0,6,Clothing,Hankerchief
727,B-25851,06-11-2018,Kushal,Nagaland,Kohima,90.0,29.0,5,Clothing,T-shirt
728,B-25851,06-11-2018,Kushal,Nagaland,Kohima,62.0,1.0,3,Clothing,Saree
729,B-25851,06-11-2018,Kushal,Nagaland,Kohima,135.0,54.0,5,Clothing,Kurti
730,B-25851,06-11-2018,Kushal,Nagaland,Kohima,237.0,47.0,9,Clothing,T-shirt
731,B-25852,07-11-2018,Soumyabrata,Andhra Pradesh,Hyderabad,320.0,144.0,1,Electronics,Printers
732,B-25852,07-11-2018,Soumyabrata,Andhra Pradesh,Hyderabad,24.0,1.0,2,Clothing,Hankerchief
733,B-25852,07-11-2018,Soumyabrata,Andhra Pradesh,Hyderabad,45.0,12.0,4,Clothing,Hankerchief
734,B-25852,07-11-2018,Soumyabrata,Andhra Pradesh,Hyderabad,97.0,17.0,2,Clothing,Stole
735,B-25852,07-11-2018,Soumyabrata,Andhra Pradesh,Hyderabad,50.0,16.0,1,Clothing,Stole
736,B-25852,07-11-2018,Soumyabrata,Andhra Pradesh,Hyderabad,869.0,67.0,4,Furniture,Tables
737,B-25852,07-11-2018,Soumyabrata,Andhra Pradesh,Hyderabad,105.0,33.0,5,Clothing,Kurti
738,B-25853,08-11-2018,Gaurav,Gujarat,Ahmedabad,39.0,16.0,6,Clothing,Skirt
739,B-25853,08-11-2018,Gaurav,Gujarat,Ahmedabad,30.0,14.0,3,Clothing,Hankerchief
740,B-25853,08-11-2018,Gaurav,Gujarat,Ahmedabad,26.0,11.0,2,Clothing,Hankerchief
741,B-25853,08-11-2018,Gaurav,Gujarat,Ahmedabad,19.0,6.0,2,Clothing,Saree
742,B-25853,08-11-2018,Gaurav,Gujarat,Ahmedabad,579.0,139.0,3,Electronics,Printers
743,B-25853,08-11-2018,Gaurav,Gujarat,Ahmedabad,2093.0,721.0,5,Furniture,Chairs
744,B-25853,08-11-2018,Gaurav,Gujarat,Ahmedabad,95.0,11.0,4,Furniture,Furnishings
745,B-25853,08-11-2018,Gaurav,Gujarat,Ahmedabad,128.0,4.0,3,Clothing,Saree
746,B-25853,08-11-2018,Gaurav,Gujarat,Ahmedabad,199.0,48.0,4,Clothing,Stole
747,B-25854,08-11-2018,Shubham,Maharashtra,Pune,149.0,48.0,6,Clothing,Stole
748,B-25854,08-11-2018,Shubham,Maharashtra,Pune,436.0,131.0,9,Clothing,Hankerchief
749,B-25854,08-11-2018,Shubham,Maharashtra,Pune,76.0,19.0,3,Clothing,Hankerchief
750,B-25854,08-11-2018,Shubham,Maharashtra,Pune,88.0,16.0,4,Clothing,Stole
751,B-25854,08-11-2018,Shubham,Maharashtra,Pune,342.0,154.0,7,Furniture,Furnishings
752,B-25854,08-11-2018,Shubham,Maharashtra,Pune,40.0,16.0,3,Clothing,Hankerchief
753,B-25854,08-11-2018,Shubham,Maharashtra,Pune,53.0,-2.0,3,Clothing,Saree
754,B-25854,08-11-2018,Shubham,Maharashtra,Pune,381.0,144.0,2,Clothing,Saree
755,B-25855,08-11-2018,Abhijeet,Madhya Pradesh,Bhopal,829.0,19.0,4,Electronics,Printers
756,B-25855,08-11-2018,Abhijeet,Madhya Pradesh,Bhopal,442.0,31.0,2,Electronics,Electronic Games
757,B-25855,08-11-2018,Abhijeet,Madhya Pradesh,Bhopal,90.0,17.0,3,Clothing,Hankerchief
758,B-25855,08-11-2018,Abhijeet,Madhya Pradesh,Bhopal,98.0,12.0,2,Clothing,Hankerchief
759,B-25855,08-11-2018,Abhijeet,Madhya Pradesh,Bhopal,61.0,30.0,2,Clothing,Hankerchief
760,B-25855,08-11-2018,Abhijeet,Madhya Pradesh,Bhopal,1027.0,441.0,8,Clothing,Saree
761,B-25855,08-11-2018,Abhijeet,Madhya Pradesh,Bhopal,1319.0,567.0,5,Electronics,Printers
762,B-25855,08-11-2018,Abhijeet,Madhya Pradesh,Bhopal,197.0,73.0,1,Furniture,Bookcases
763,B-25855,08-11-2018,Abhijeet,Madhya Pradesh,Bhopal,550.0,242.0,5,Furniture,Furnishings
764,B-25856,10-11-2018,Abhijeet,Maharashtra,Mumbai,74.0,29.0,3,Clothing,Stole
765,B-25856,10-11-2018,Abhijeet,Maharashtra,Mumbai,10.0,2.0,2,Clothing,Skirt
766,B-25856,10-11-2018,Abhijeet,Maharashtra,Mumbai,689.0,90.0,5,Clothing,Saree
767,B-25856,10-11-2018,Abhijeet,Maharashtra,Mumbai,257.0,3.0,2,Clothing,Saree
768,B-25856,10-11-2018,Abhijeet,Maharashtra,Mumbai,48.0,6.0,1,Clothing,Saree
769,B-25857,10-11-2018,Anand,Madhya Pradesh,Indore,324.0,39.0,8,Electronics,Accessories
770,B-25857,10-11-2018,Anand,Madhya Pradesh,Indore,598.0,166.0,4,Furniture,Bookcases
771,B-25857,10-11-2018,Anand,Madhya Pradesh,Indore,227.0,59.0,2,Furniture,Furnishings
772,B-25858,13-11-2018,Swapnil,Maharashtra,Mumbai,22.0,8.0,3,Clothing,Hankerchief
773,B-25858,13-11-2018,Swapnil,Maharashtra,Mumbai,29.0,11.0,4,Clothing,Skirt
774,B-25858,13-11-2018,Swapnil,Maharashtra,Mumbai,27.0,5.0,2,Clothing,Skirt
775,B-25858,13-11-2018,Swapnil,Maharashtra,Mumbai,82.0,13.0,2,Clothing,Shirt
776,B-25858,13-11-2018,Swapnil,Maharashtra,Mumbai,294.0,109.0,7,Electronics,Accessories
777,B-25858,13-11-2018,Swapnil,Maharashtra,Mumbai,16.0,0.0,1,Clothing,Saree
778,B-25858,13-11-2018,Swapnil,Maharashtra,Mumbai,245.0,30.0,2,Clothing,Saree
779,B-25858,13-11-2018,Swapnil,Maharashtra,Mumbai,223.0,27.0,2,Furniture,Bookcases
780,B-25858,13-11-2018,Swapnil,Maharashtra,Mumbai,2457.0,665.0,11,Electronics,Electronic Games
